"DLN","YEAR","CASE #","ROAD SYSTEM CODE","COUNTY","MUNICIPALITY","CRASH DATE","DEPARTMENT NAME","DEPARTMENT #","STATION","LOCATION","ROUTE","SRI","MILEPOST","CROSS STREET","IS RAMP?","RAMP ROUTE","STATE","FIRST EVENT CODE","SECOND EVENT CODE","THIRD EVENT CODE","FOURTH EVENT CODE","MOST HARMFUL EVENT CODE","OTHER PROPERTY DAMAGE","SEVERITY RATING"
"17101993","2017","I-2017-001201","02","01","01","2017-01-14 ","ABSECON CITY PD","01","ABSECON PD","US 30","30  ","00000030__","51.890 ","STATION AVE","","","NJ","26","05","54","","26","NJ TRANSIT TRAIN STATION SIGN POST BROKEN NEAR THE BASE.","1"
"17100589","2017","2017-001029","02","14","08","2017-01-14 ","DENVILLE PD","01","DISTRICT 2","NJ 10","10  ","00000010__","8.710  ","MT PLEASANT TNPK","","","NJ","46","14","","","46","","1"
"17115410","2017","17OT01327","02","13","37","2017-01-18 ","OCEAN TWP PD (MONMOUTH)","01","ZONE 51","NJ 35","35  ","00000035__","26.680 ","DEAL RD","","","NJ","05","56","69","","69","STOP SIGN ON PROPERTY OF 1602 SR35","1"
"17103271","2017","17-04289","02","15","07","2017-01-26 ","TOMS RIVER PD","01","DISTRICT ONE","US 9","9   ","00000009__","96.880 ","RIVERWOOD DR","","","","69","","","","","VERIZON COPPER WIRE, NUMEROUS JCP&L AND VERIZON HARDWARE","1"
"17109507","2017","17-001190","02","09","09","2017-01-22 ","SECAUCUS PD","01","HQTS","NJ 3","3   ","00000003__","9.200  ","","","","NY","19","48","","","48","","1"
"17102994","2017","17-01110","02","02","56","2017-01-16 ","RUTHERFORD PD","01","","NJ 3","3   ","00000003__","5.700  ","","","","NJ","48","","","","48","NJDOT DIVIDER (MINOR)","1"
"17105558","2017","17-526","02","11","01","2017-01-13 ","EAST WINDSOR TWP PD","01","TRAFFIC SAFETY?","NJ 133","133 ","00000133__","1.630  ","US 130","","","NY","06","07","47","","47","NJ STATE DOT GUARD RAIL FACE ON ROUTE 133 MEDIAN @ ROUTE 130","1"
"17101701","2017","17-006501","02","04","09","2017-01-23 ","CHERRY HILL TWP PD","01","","NJ 41","41  ","00000041__","12.970 ","FARMHOUSE LN","","","PA","46","","","","46","DAMAGE TO BARRIER","1"
"17901898","2017","C060-2017-00145A","01","15","11","2017-01-22 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","21.200 ","","","","NJ","05","56","50","","","","1"
"17196297","2017","17-00425","02","06","10","2017-01-05 ","MILLVILLE PD","01","","NJ 49","49  ","00000049__","37.400 ","","F","WADE BLVD","NJ","05","50","","","","NO TURN SIGN","1"
"17116655","2017","17001120","02","18","04","2017-01-23 ","BOUND BROOK PD","01","","US 22","22  ","00000022__","38.870 ","ROUTE 527 / MOUNTAIN AVE","","","NJ","47","48","","","47","GUARD RAIL ROUTE 22 WEST","1"
"17116328","2017","I2017-000502","02","07","10","2017-01-06 ","LIVINGSTON PD","01","","NJ 10","10  ","00000010__","18.800 ","ROUTE 508 / W NORTHFIELD AVE","","","NJ","13","56","50","","","ROUTE 10 EAST SIGN/ROUTE 10 WEST SIGN DIRECTIONAL TOWN SIGN/POSTS.","1"
"17174039","2017","2017000560","02","04","06","2017-01-19 ","BERLIN TWP PD","01","","NJ 73","73  ","00000073__","16.020 ","ROUTE 534 / JACKSON RD","","","NJ","26","04","09","48","","VEHICLE #1 HAS DAMAGE TO THE REAR OF THE TRAILER (NJ:TRU89E) IT WAS TOWING. VEH?","1"
"17109577","2017","17-000687","02","15","12","2017-01-07 ","LACEY TWP PD","01","FORKED RIVER, ?","US 9","9   ","00000009__","80.860 ","TAYLOR LN","","","NJ","05","54","54","","54","1. TAYLOR LANE STREET SIGN BENT. 2. STATE DOT LIGHTED PEDESTRIAN CROSS WALK SIG?","1"
"17179852","2017","2017-004914","02","02","19","2017-01-15 ","FORT LEE PD","01","PATROL","NJ 67","67  ","00000067__","0.400  ","HARMON AVE","","","CT","26","56","54","59","","STREET SIGN AT HARMON AVENUE AND PALISADE AVENUE. FENCE OF HIRAM'S PICNIC AREA ?","1"
"17319173","2017","2017003470","02","16","02","2017-01-20 ","CLIFTON PD","01","","NJ 21","21  ","00000021__","13.770 ","ACKERMAN AVE","","","NJ","06","48","","","","","1"
"17101018","2017","2017001718","02","16","02","2017-01-11 ","CLIFTON PD","01","","NJ 3","3   ","00000003__","","","T","MAIN AVE","NJ","46","","","","","GUARDRAIL","1"
"17120251","2017","17-00915","02","14","14","2017-01-11 ","JEFFERSON TWP PD","01","","NJ 15","15  ","00000015__","6.930  ","","F","ESPANONG ROAD","NJ","05","47","","","","","1"
"17502401","2017","17TF01295","02","13","36","2017-01-23 ","TINTON FALLS PD","01","TINTON FALLS","NJ 18","18  ","00000018__","15.010 ","CR 38 / WAYSIDE RD","","","NJ","06","46","","","46","GUARD RAIL","1"
"17904001","2017","A140-2017-00078A","01","08","09","2017-02-01 ","NEW JERSEY STATE POLICE","02","WOODSTOWN - SQU","I-295","295 ","00000295__","15.200 ","","","","NJ","26","06","48","","26","","1"
"17103033","2017","2017-419","02","03","29","2017-01-08 ","PEMBERTON TWP PD","01","","US 206","206 ","00000206__","24.770 ","CR 621 / POWELL RD","","","NJ","26","08","46","","26","","2"
"17901263","2017","B080-2017-00125A","01","14","36","2017-01-17 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","28.700 ","","","","PA","05","46","","","","","1"
"17104280","2017","2017-812","02","03","13","2017-01-10 ","EVESHAM TWP PD","01","","NJ 73","73  ","00000073__","24.850 ","LINCOLN DR","","","NJ","26","07","50","56","26","SPEED LIMIT SIGN","3"
"17508766","2017","2017-1813","02","11","13","2017-01-25 ","WEST WINDSOR TWP PD","01","2017-1813","US 1","1   ","00000001__","9.990  ","CARNEGIE CENTER","","","NJ","26","26","48","07","26","CONCRETE BARRIER ON ROUTE 1 AT CARNEGIE CENTER BLVD.","4"
"17508766","2017","2017-1813","02","11","13","2017-01-25 ","WEST WINDSOR TWP PD","01","2017-1813","US 1","1   ","00000001__","9.990  ","CARNEGIE CENTER","","","MD","26","48","","","26","CONCRETE BARRIER ON ROUTE 1 AT CARNEGIE CENTER BLVD.","4"
"17114309","2017","I-2017-000837","02","07","01","2017-01-07 ","BELLEVILLE PD","01","HO","NJ 21","21  ","00000021__","7.500  ","","","","NJ","48","","","","48","","1"
"17114309","2017","I-2017-000837","02","07","01","2017-01-07 ","BELLEVILLE PD","01","HO","NJ 21","21  ","00000021__","7.500  ","","","","NJ","26","48","","","48","","1"
"17107023","2017","17CN00138","02","13","09","2017-01-07 ","COLTS NECK PD","01","","NJ 34","34  ","00000034__","12.720 ","TRUMP NATIONAL BLVD","","","NJ","26","05","56","50","26","NO STOPPING OR STANDING TRAFFIC SIGN","2"
"17119444","2017","17005266","02","12","16","2017-01-26 ","PERTH AMBOY PD","01","","NJ 35","35  ","00000035__","52.910 ","KENNEDY ST","","","NJ","26","41","69","","41","STREET SIGN FOR CONVERY BLVD/KENNEDY","1"
"17119444","2017","17005266","02","12","16","2017-01-26 ","PERTH AMBOY PD","01","","NJ 35","35  ","00000035__","52.910 ","KENNEDY ST","","","FL","26","41","","","41","STREET SIGN FOR CONVERY BLVD/KENNEDY","1"
"17901358","2017","B060-2017-00183A","01","14","29","2017-01-16 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","1.000  ","","","","NJ","05","54","","","54","TWO DOT SIGN POLES DESTROYED.","1"
"17103484","2017","2017-000726","02","14","08","2017-01-10 ","DENVILLE PD","01","","NJ 10","10  ","00000010__","9.200  ","PARKS RD","","","NJ","26","69","01","","26","","3"
"17129976","2017","17001444","02","12","15","2017-01-07 ","NORTH BRUNSWICK TWP PD","01","","NJ 26","26  ","00000026__","2.490  ","HOLLYWOOD ST","","","","56","69","69","","","STOP SIGN KNOCKED DOWN AND GUTTER KNOCKED OFF OF HOUSE","1"
"17105787","2017","17-04794","02","12","04","2017-01-22 ","EAST BRUNSWICK TWP PD","01","","NJ 18","18  ","00000018__","36.240 ","RACE TRACK RD","","","NJ","26","48","","","26","","1"
"17102313","2017","17-01075","02","16","04","2017-01-13 ","HAWTHORNE PD","01","","NJ 208","208 ","00000208__","4.400  ","","","","NJ","26","56","52","69","26","UTILITY POLE 6767HE AND GUIDE WIRE, AND A STREET SIGN.","2"
"17102876","2017","170000444","02","12","05","2017-01-03 ","EDISON TWP PD","01","EDISON","US 1","1   ","00000001__","27.900 ","FOREST HAVEN BLVD","","","NJ","48","48","","","48","","2"
"17900126","2017","C060-2017-00006A","02","11","11","2017-01-02 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 129","129 ","00000129__","2.400  ","","T","LAMBERTON RD","NJ","48","48","","","","","2"
"17900197","2017","B130-2017-00102A","02","07","12","2017-01-08 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","NJ 24","24  ","00000024__","7.600  ","","","","NJ","06","46","05","56","","APPROXIMATELY FIVE (5) FEET OF NJDOT GUARDRAIL DAMAGE (TRENTON, NJ).","2"
"17108044","2017","I-2017-000761","02","05","05","2017-01-07 ","LOWER TWP PD","01","17-007","US 9","9   ","00000009__","6.430  ","SHIRLEY AVE","","","NJ","26","05","50","59","26","DAMAGE TO STREET SIGN - LOWER TOWNSHIP PUBLIC WORKS. 771 SEASHORE ROAD, ERMA NJ?","1"
"17129858","2017","2017-00219","02","13","52","2017-01-18 ","WALL TWP PD","01","PATROL","NJ 138","138 ","00000138__","1.150  ","CLUB DR","","","NJ","06","46","","","46","MINOR DAMAGE TO FACE OF GUARDRAIL.","1"
"17902012","2017","B130-2017-00234A","01","12","05","2017-01-16 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","0.200  ","","","","NJ","26","06","46","","26","","2"
"17910361","2017","B130-2017-00009A","01","20","19","2017-01-03 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","53.000 ","","T","GARDEN STATE PARKWAY","NJ","46","","","","46","10 FEET GUARDRAIL DAMAGE.","1"
"17900316","2017","A310-2017-00036A","02","08","02","2017-01-06 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 42","42  ","00000042__","13.000 ","","","","NJ","05","46","15","06","46","","3"
"17900094","2017","B060-2017-00036A","01","16","08","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","59.400 ","","","","NJ","06","48","","","","","1"
"17105453","2017","P1700783217-1243","02","07","14","2017-01-08 ","NEWARK PD","01","3RD","US 1","1   ","00000001__","","","","","NY","26","48","26","00","26","","1"
"17107916","2017","17-00727","02","20","13","2017-01-07 ","RAHWAY PD","01","","US 1","1   ","00000001__","","ROUTE 514 / LAWRENCE ST","","","NJ","56","50","","","56","SIGN FOR COUNTY ROAD 514 AND STATE INSPECTION CENTER KNOCKED DOWN","1"
"17136929","2017","I-2017-003508","02","02","46","2017-01-21 ","PARAMUS PD","01","PARAMUS","NJ 17","17  ","00000017__","13.660 ","GARDEN STATE PARKWAY","","","NJ","26","48","49","","","DAMAGE TO THE CONCRETE BARRIER ALONG THE SOUTHBOUND SIDE OF ROUTE 17 AND THE TR?","2"
"17118042","2017","P1703107417-4563","02","07","14","2017-01-28 ","NEWARK PD","01","2ND PRECINCT","NJ 21","21  ","00000021__","","","","","NJ","26","46","","","46","","3"
"17900494","2017","A310-2017-00024A","02","08","02","2017-01-04 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 42","42  ","00000042__","12.600 ","","","","NJ","06","46","","","46","GUARDRAIL FACE. NJDOT: 1035 PARKWAY AVENUE, EWING TOWNSHIP, NJ 08618.","2"
"17319183","2017","2017004138","02","07","16","2017-01-25 ","CLIFTON PD","01","","NJ 21","21  ","00000021__","7.780  ","NJ 3","","","NJ","26","56","46","","","","3"
"17319183","2017","2017004138","02","07","16","2017-01-25 ","CLIFTON PD","01","","NJ 21","21  ","00000021__","7.780  ","NJ 3","","","NJ","26","56","46","","","","3"
"17901738","2017","B060-2017-00252A","01","09","07","2017-01-23 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","16.300 ","","","","NJ","26","06","48","","48","","2"
"17901370","2017","B060-2017-00209A","01","16","16","2017-01-15 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","57.100 ","","","","NJ","06","48","","","48","","1"
"17902109","2017","A310-2017-00165A","02","08","02","2017-01-21 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 42","42  ","00000042__","13.000 ","","","","PA","05","46","06","46","46","GUARDRAIL DAMAGE
1 EXECUTIVE CAMPUS, CHERRY HILL, NJ 08002","2"
"17904551","2017","B110-2017-00090A","01","10","25","2017-01-31 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","11.400 ","","","","PA","06","46","57","","46","6 FEET OF GUARDRAIL CENTER MEDIAN I-78 W MP 11.4.","1"
"17900497","2017","A310-2017-00033A","01","08","20","2017-01-05 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","23.600 ","","","","NJ","26","48","","","48","","3"
"17900643","2017","B060-2017-00090A","01","07","10","2017-01-04 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","6.500  ","","","","NJ","13","05","46","","46","NJDOT 5 FEET GUARDRAIL DAMAGE.","1"
"17901856","2017","B080-2017-00105A","02","14","11","2017-01-07 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","NJ 24","24  ","00000024__","3.400  ","","","","NJ","05","46","","","","","1"
"17901087","2017","B130-2017-00203A","01","20","01","2017-01-14 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","45.000 ","","","","PA","05","46","","","46","","1"
"17900700","2017","C060-2017-00051A","01","11","03","2017-01-07 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-295","295 ","00000295__","66.400 ","","","","NJ","05","46","","","","","1"
"17118086","2017","P1703607917-5235","02","07","14","2017-02-01 ","NEWARK PD","01","3RD PRECINCT","NJ 21","21  ","00000021__","1.310  ","SOUTH ST","","","NY","42","42","00","99","42","","1"
"17901280","2017","C060-2017-00092A","01","15","11","2017-01-11 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","22.600 ","","","","NJ","05","46","","","46","10FT OF GUARDRAIL.","1"
"17111306","2017","I-2017-001451","02","14","27","2017-01-06 ","MOUNT OLIVE TWP PD","01","MOPD","US 206","206 ","00000206__","93.530 ","CR 613 / DRAKES DALE RD / MOONEY RD","","","NJ","26","06","54","26","26","V2 STRUCK THE BASE OF TRAFFIC LIGHT POLE ON THE NORTH EAST SIDE OF THE INTERSEC?","4"
"17102172","2017","17-00293","02","02","05","2017-01-10 ","CARLSTADT PD","01","","NJ 120","120 ","00000120__","1.580  ","GOTHAM PARKWAY","","","NJ","48","","","","48","","1"
"17101815","2017","17MT00786","02","13","31","2017-01-09 ","MIDDLETOWN PD","01","","NJ 36","36  ","00000036__","20.420 ","CR 7 / MAIN ST / PALMER AVE","","","NY","48","51","51","","51","STATE TRAFFIC LIGHT POLE IN THE MEDIAN OF 36 AND PALMER AVE POLE ID 3I","2"
"17102530","2017","17-000690","02","15","12","2017-01-07 ","LACEY TWP PD","01","FORKED RIVER","US 9","9   ","00000009__","80.360 ","CR 8 / BEACH BLVD / OLD SHORE RD","","","PA","05","59","54","","59","OCEAN COUNTY RAIL TRAIL FENCE AND """"NO MOTOR VEHICLES"""" SIGN","1"
"17102305","2017","I-2017-000257","02","20","10","2017-01-07 ","MOUNTAINSIDE PD","01","","US 22","22  ","00000022__","50.080 ","CR 645 / NEW PROVIDENCE RD","","","NJ","06","48","","","48","","1"
"17108943","2017","17000057","02","10","21","2017-01-01 ","RARITAN TWP PD (HUNTERDON)","01","","US 202","202 ","00000202__","10.650 ","HART BLVD","","","PA","05","54","","","","REFLECTOR SIGN DAMAGED","1"
"17109997","2017","17-000859","02","04","09","2017-01-04 ","CHERRY HILL TWP PD","01","","NJ 70","70  ","00000070__","1.040  ","","F","CUTHBERT BLVD","NJ","26","56","46","","56","","3"
"17208057","2017","17004883","02","18","06","2017-01-07 ","BRIDGEWATER TWP PD","01","HQ","US 22","22  ","00000022__","36.760 ","I- 287","","","NJ","46","","","","46","","1"
"17106822","2017","170001607","02","04","36","2017-01-12 ","WINSLOW TWP PD","01","DISTRICT 4","US 30","30  ","00000030__","27.950 ","HENDRICKS AVE","","","NJ","08","06","50","69","50","MILE MARKER 21.5 SIGN OWNED BY NEW JERSEY DEPARTMENT OF TRANSPORTATION.","1"
"17109873","2017","17-00791","02","02","56","2017-01-11 ","RUTHERFORD PD","01","","NJ 3","3   ","00000003__","5.200  ","","","","NJ","26","48","","","","","2"
"17108436","2017","P17023641","02","07","14","2017-01-22 ","NEWARK PD","01","THIRD PRECINCT","US 1","1   ","00000001__","49.910 ","","T","WILSON AVE","NJ","05","69","","","","","1"
"17112357","2017","2017-003257","02","14","24","2017-01-29 ","MORRISTOWN PD","01","NO PHOTO","US 202","202 ","00000202__","44.280 ","McCULLOCH AVE","","","NJ","05","56","52","69","","UTILITY POLE #BT10292, OVERHEAD TRANSFORMER AND RETAINING WALL LOCATED ON PROPE?","3"
"17900811","2017","B020-2017-00025A","01","21","09","2017-01-11 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 1","I-80","80  ","00000080__","1.000  ","","","","PA","06","48","05","46","48","","1"
"17901702","2017","B020-2017-00034A","01","21","13","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","5.200  ","","","","WA","06","46","","","46","","1"
"17900950","2017","B130-2017-00238A","01","07","14","2017-01-17 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","56.300 ","","T","I-78 EXPRESS","PA","56","49","49","","49","","3"
"17123166","2017","17-02870","02","13","28","2017-01-31 ","MARLBORO TWP PD","01","","NJ 18","18  ","00000018__","29.700 ","","","","NJ","06","46","01","","01","CENTER GUARD RAIL NJ DOT","1"
"17903509","2017","B080-2017-00254A","01","14","08","2017-02-01 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","38.600 ","","","","NJ","05","48","01","","01","MINOR DAMAGE TO CONCRETE BARRIER.","2"
"17104605","2017","2017-001930","02","14","32","2017-01-17 ","RANDOLPH TWP PD","01","DISTRICT 2","NJ 10","10  ","00000010__","2.060  ","ARROWGATE DR","","","NJ","06","50","","","50","""""ONE-WAY"""" TRAFFIC SIGN - STATE DOT NOTIFIED","1"
"17117998","2017","17-01836","02","02","56","2017-01-27 ","RUTHERFORD PD","01","","NJ 3","3   ","00000003__","6.500  ","","","","NJ","26","48","","48","48","","2"
"17501117","2017","BS-17-006872","02","02","60","2017-01-29 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","6.750  ","BELLE AVE","","","NJ","69","","","","","","1"
"17103665","2017","2017-000061","02","21","15","2017-01-03 ","LOPATCONG TWP PD","01","","US 22","22  ","00000022__","2.070  ","SOUTH SIXTH STREET","","","CT","56","46","","","46","GUIDERAIL AND YELLOW & BLACK ARROW SIGN @ MP 2.07","3"
"17903022","2017","B110-2017-00080A","01","10","25","2017-01-28 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","15.000 ","","","","MD","06","46","","","46","NJ DOT GUARDRAIL - (10) FEET","2"
"17109209","2017","I-2017-000850","02","01","01","2017-01-10 ","ABSECON CITY PD","01","","US 30","30  ","00000030__","52.600 ","CR 631 / ILLINOIS AVE / TURNER AVE","","","NJ","05","52","69","69","69","UTILITY POLE #3833 , EXECUTIVE LODGE SIGN, BUSH/LANDSCAPING","1"
"17501072","2017","BS-17-002356","02","02","60","2017-01-10 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","7.950  ","","T","TEANECK ROAD","NJ","50","56","","","","","1"
"17110901","2017","I-2017-000328","02","02","51","2017-01-06 ","RIDGEWOOD PD","01","","NJ 17","17  ","00000017__","","","","","NY","48","","","","","MINOR SCUFFING CONCRETE HIGHWAY DIVIDER","1"
"17100759","2017","17-2033-AC","02","11","07","2017-01-20 ","LAWRENCE TWP PD","01","","US 1 BUSINESS","1   ","00000001B_","1.600  ","LAWRENCE RD","","","","54","06","56","54","","STATE DOT TRENTON TRENTON NJ 08619","1"
"17108491","2017","P1701476117-2259","02","07","14","2017-01-14 ","NEWARK PD","01","3RD","US 1","1   ","00000001__","46.300 ","MCCLELLAN ST","","","TN","69","","","","","","1"
"17901556","2017","B110-2017-00028A","01","10","02","2017-01-12 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","8.000  ","","","","PA","28","05","46","","28","NJDOT NOTIFIED DAMAGE TO 15 FEET OF GUARDRAIL","1"
"17902023","2017","B130-2017-00292A","01","18","06","2017-01-21 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","13.600 ","","T","NJ 28","NJ","06","07","46","15","46","15 FEET OF GUARDRAIL DAMAGE","1"
"17902086","2017","A100-2017-00016A","02","06","14","2017-01-13 ","NEW JERSEY STATE POLICE","02","PORT NORRIS - S","NJ 55","55  ","00000055__","32.000 ","","T","CR 56","NJ","05","69","","","69","SIGN FOR LOCAL BUSINESSES POSTED BY DOT, NJ DOT FRONTAGE RD, CHERRY HILL NJ","1"
"17900362","2017","B130-2017-00085A","02","12","25","2017-01-07 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","NJ 440","440 ","00000440__","1.000  ","WOODBRIDGE AVE","","","NJ","06","56","46","","56","","1"
"17308515","2017","1701-0813","03","01","02","2017-01-29 ","ATLANTIC CITY PD","01","CRASH INV. UNIT","US 30","30  ","00000030__","57.000 ","","","","NJ","48","","","","48","","1"
"17901575","2017","B130-2017-00221A","01","12","22","2017-01-16 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","4.400  ","","T","DURHAM AVE","NJ","05","59","","","59","","1"
"17109909","2017","170001703","02","04","27","2017-01-07 ","PENNSAUKEN TWP PD","01","3RD DISTRICT","NJ 38","38  ","00000038__","1.120  ","DREXEL AVE / MANSION AVE","","","WI","48","","","","48","","1"
"17116217","2017","I-2017-000012","02","02","46","2017-01-01 ","PARAMUS PD","01","","NJ 17","17  ","00000017__","15.610 ","I- 80 / E RIDGEWOOD AVE / W RIDGEWO","","","NJ","48","05","50","","","DAMAGE TO CURB, GRASS, AND STREET SIGN LOCATED AT 685 ROUTE 17.","1"
"17117484","2017","17-00649","02","11","14","2017-01-07 ","PRINCETON PD","01","","US 206","206 ","00000206__","55.860 ","EWING ST","","","PA","05","26","69","","26","","1"
"17117393","2017","17-000800","02","04","09","2017-01-03 ","CHERRY HILL TWP PD","01","","NJ 70","70  ","00000070__","5.290  ","FRONTAGE RD / OLD CUTHBERT RD","","","NC","48","56","05","46","46","STRUCK CONCRETE BARRIER AND GUARD RAIL. NO VISIBLE DAMAGE TO EITHER OBJECT.","1"
"17104089","2017","2017-1551","02","11","13","2017-01-22 ","WEST WINDSOR TWP PD","01","2017-1551","NJ 64","64  ","00000064__","0.320  ","ROUTE 571 / WASHINGTON RD","","","NJ","05","46","","","46","","2"
"17319186","2017","2017004315","02","16","02","2017-01-25 ","CLIFTON PD","01","","NJ 3","3   ","00000003__","4.070  ","CR 601 / MAIN AVE","","","NJ","49","","","","","SCRATCHES ON CONCRETE TRAFFIC BARRIER POLE","2"
"17101153","2017","2017-001598","02","14","32","2017-01-14 ","RANDOLPH TWP PD","01","DISTRICT 2","NJ 10","10  ","00000010__","6.130  ","CR 643","","","NJ","05","54","","","54","LAMP POST OF TUTTLES FUNERAL HOME (272 RT 10 W) STRUCK BY VEHICLE AND SEPARATED?","1"
"17108011","2017","17-4151","02","20","19","2017-01-15 ","UNION TWP PD","01","","US 22","22  ","00000022__","55.940 ","SAYRE RD","","","NJ","56","46","","","46","","1"
"17368344","2017","2017-043","02","15","18","2017-01-24 ","MANCHESTER TWP PD","01","TRAFFIC SAFETY","NJ 70","70  ","00000070__","46.850 ","ROUTE 571 / RIDGEWAY RD","","","NJ","05","56","54","","54","STOP SIGN AND PNC BANK SIGN DAMAGED, QUICK CHEK SIGN DAMAGED","5"
"17902398","2017","B060-2017-00241A","01","07","18","2017-01-21 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","4.000  ","","F","EISENHOWER PKWY","NJ","46","","","","46","","1"
"17104149","2017","17-01024","01","16","13","2017-01-16 ","WANAQUE BORO PD","01","","I-287","287 ","00000287__","55.350 ","ROUTE 511 ALT / RINGWOOD AVE","","","NJ","05","46","","","","DAMAGE TO I-287 NORTH EXIT RAMP GUARDRAIL","1"
"17101695","2017","17-006233","02","04","09","2017-01-22 ","CHERRY HILL TWP PD","01","","NJ 38","38  ","00000038__","3.880  ","CR 616/CHURCH RD/CR 627/COLES AV/CO","","","","05","52","54","50","","","1"
"17230607","2017","I-2017-002232","02","01","01","2017-01-25 ","ABSECON CITY PD","01","","US 30","30  ","00000030__","51.520 ","US 9 / NEW RD","","","PA","05","56","54","","54","METAL LANE MARKER POST","1"
"17107632","2017","17000954","02","18","09","2017-01-02 ","GREEN BROOK PD","01","","US 22","22  ","00000022__","42.160 ","ROUTE 529 / WASHINGTON AVE","","","NJ","48","","","","48","","1"
"17510380","2017","2017-001722","02","14","24","2017-01-16 ","MORRISTOWN PD","01","NO PHOTO","US 202","202 ","00000202__","45.260 ","LAKESIDE PL","","","NY","56","69","","","69","","1"
"17104001","2017","I-2017-001145","02","15","30","2017-01-14 ","STRATFORD BORO PD","01","","NJ 72","72  ","00000072__","25.890 ","MARSHA DR","","","NJ","13","05","48","","48","","1"
"17118336","2017","I-2017-003720","02","14","27","2017-01-17 ","MOUNT OLIVE TWP PD","01","MOPD","US 46","46  ","00000046__","29.400 ","","F","I-80","NJ","06","46","","","46","DAMAGE TO GUARD RAIL","1"
"17102489","2017","17-03942","02","15","07","2017-01-24 ","TOMS RIVER PD","01","DISTRICT ONE","NJ 37","37  ","00000037__","9.520  ","CORNELL AVE / GARFIELD AVE","","","NJ","06","56","59","","59","CHAIN LINK FENCE AND SUPPORT POLES (NJ DOT)","1"
"17501095","2017","BS-17-005098","02","02","15","2017-01-21 ","BERGEN CO SHERIFFS DEPT","05","03","NJ 4","4   ","00000004__","9.290  ","VAN BRUNT","","","NJ","56","46","","","","","1"
"17110162","2017","17-00178","02","07","16","2017-01-02 ","NUTLEY PD","01","","NJ 21","21  ","00000021__","8.300  ","CR 646 / PARK AVE","","","NJ","06","48","","","48","STRUCK CONCRETE DIVIDER NEAR M/M 8.3, SCUFF MARKS","2"
"17900369","2017","C020-2017-00018A","01","03","06","2017-01-06 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","46.700 ","","","","NJ","46","","","","","","1"
"17902790","2017","B060-2017-00347A","01","09","04","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","14.530 ","","","","NJ","48","","","","","","1"
"17900288","2017","C060-2017-00024A","02","11","11","2017-01-04 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 29","29  ","00000029__","2.000  ","","","","NJ","48","46","","","48","GUARDRAIL DAMAGE AT MP 2.0, DOT NOTIFIED","1"
